ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
OswegoMatt,Medieval Times,03/01,03/15/16,"The entertainment was cheesy but fun. I think the knights did a great job of getting us involved. It was fun standing up and yelling for my favorite knight. I thought our knight was the best, fastest and most skilled, but he eventually lost out at the end of the tournament. There is nothing like a night of jousting and sword fighting. I'm not sure if we need to go back but it was worth it one time for sure. The food was adequate enough considering how you were entertained.",91,Couples,,New York, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r355705152-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,9136,Dance,No,0,26,05,No,A fun night out!,Hartford,"149 Polito Ave , Lyndhurst , NJ 07071", Aug 2012,4
OswegoMatt,Medieval Times,03/01,03/15/16,"This is great spot for a night out if you are looking for something a little different. You get your knight that you cheer for and off you go. You only need to hold back a bit in this kid friendly atmosphere. The skills competitions are cool to watch, the horses are interesting, and the overall entertainment is there. I'm not sure if we need to go back but it was a fun night out. As for the food it was OK. I don't think this is a place you go for the food so I thought it was adequate enough. Soup, half chicken, small potato, corn, bread, and drinks.",91,Couples,,New York, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r355702455-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,9136,Dance,No,0,26,05,No,Cheesy and fun!,Hartford,"149 Polito Ave , Lyndhurst , NJ 07071", Aug 2012,4
Najd S,Coney Island USA,05/01,04/05/16,"There's something about Coney Island that's just unique. Getting out of the train here when coming from Manhattan feels like stepping in a completely different world. Be it during crowded summer days or the very quiet winter days, Coney Island always has a different flavour. Come here and enjoy a walk, eat a hot dog, or just sit and watch the ocean and the people.",3,Solo,,Singapore,Male ,2,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r361921436-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,630,Dance,No,0,,02,No,Always good for a day out of the big city.,Singapore,"Surf Ave , Brooklyn , NY 11224", Oct 2007,5
frizzy63,Coney Island USA,03/01,04/05/16,Coney Island What a fantastic contrast Coney Island was to the hustle and bustle of New York. We caught the subway out to Coney Island and was amazed at how beautiful the beach was. We are from Australia and pride ourselves on our beautiful Beaches so we thought Coney Island beach was okay. We didn't realise that nothing really opened u til later in the day so we Simply walked up and down the pier admiring the place. We found a great bar (Ruby's Bar) to buy hot chocolates from and purchased hotdogs from Nathan's. At 12 Luna park opened up and by this stage there were more people about. I'm glad we made the effort to come out to Coney Island because it shows that there is more to NY than just Times Square.,163,Solo,1,Australia, 35-49 year old female ,103,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r361907011-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,20347,Dance,No,0,122,06,No,A nice escape from the city,,"Surf Ave , Brooklyn , NY 11224", Jan 2008,5
Bonzo68,Coney Island USA,03/01,03/30/16,"We have been coming to NYC for years but have always stayed in the city, seeing shows, taking in the sights, shopping etc. This visit we decided to do something different so we hopped on the subway down to Coney Island. It was about an hour's ride but for $3 each you can't complain! It was a cold day and I believe Coney Island had just opened for the season so it wasn't too busy but I can imagine on a warm summer's day, it would be a very different experience. The kids (and several adults) easily blew through $220 riding a few of the coasters so I can also imagine that you could spend a small fortune if you were here for an extended period of time! Still our kids had a great time and enjoyed riding the Cyclone. We also managed to take a stroll along the boardwalk which was fabulous. The beach looked lovely but it was too cold to even contemplate taking a paddle. We will definitely return here, hopefully on a warmer day but probably not during the busy summer months.",66,Solo,2,Virginia, 35-49 year old female ,10,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r360057001-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,6938,Dance,No,0,33,05,No,Great Afternoon Away From The City...,Vienna,"Surf Ave , Brooklyn , NY 11224", Sep 2010,4
Marek S,Coney Island USA,03/01,03/28/16,I have lived in a Coney Island area for more than 2 decades and I thank my goodness gracious for allowing me to settle down here. I typically run on the boardwalk quite often and I love how rapidly things are changing for the better!! it is a place like no other in NYC.. a true gem and a MUST-SEE,20,Solo,2,,No Age Found,8,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r359536326-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,2251,Dance,No,0,6,03,No,A gift from above!!,,"Surf Ave , Brooklyn , NY 11224", Nov 2014,5
nicola b,Coney Island USA,09/01,03/28/16,"We took the train to Coney Island (around an hour from Manhattan) and spent the day on the beach, sipping margaritas and waling the boardwalk. It was a really hot day so the beach was packed but the atmosphere was great. Make sure you try out the famous Wonder Wheel for amazing views! A must for anyone visiting NY in summer!",59,Solo,,United Kingdom, 25-34 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r359320954-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,6013,Dance,No,0,48,05,No,A great day out of the City,Manchester,"Surf Ave , Brooklyn , NY 11224", Sep 2012,5
cedricloi,Coney Island USA,08/01,03/25/16,"It's just amazing to be able to go to the beach from Manhattan by metro. The beach itself is pretty nice, very wide. There is a nice boardwalk with lots of little shops and restaurants.",51,Solo,1,Thailand, 25-34 year old male ,2,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r358628376-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,5179,Dance,No,0,14,05,No,Nice beach you can go to by metro,Hua Hin,"Surf Ave , Brooklyn , NY 11224", Jul 2007,4
esc52,Coney Island USA,08/01,03/24/16,What can be said this is one of the classic places in NYC to see. The history is difficult since there is not much left of the original but still worth going to. What's better then a Nathan's hot dog and a ride on the Cyclone.,32,Solo,,New York, 50-64 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r358151639-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,3304,Dance,No,0,4,04,No,Classic,,"Surf Ave , Brooklyn , NY 11224", Feb 2006,4
roadwarrior96,Coney Island USA,03/01,03/24/16,"Various opportunities. From Free to pay as you go. Walk the boardwalk. Jog, bike. Play on the beach. Fly a kite. All for free. Coney Island has amusement parks, food places, aquarium, handball courts. Take in baseball with Brooklyn Cyclones. Ice skating ring nearby. Easy access to subway or park car.",228,Solo,,Virginia,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r358139604-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,23097,Dance,No,0,57,06,No,Unique place to go.,Ashburn,"Surf Ave , Brooklyn , NY 11224", Aug 2010,4
Tiffany C,Coney Island USA,10/01,03/24/16,I had expected a little more. It more for kids and I guess I felt a little too old to enjoy myself to the fullest. Everything is pretty expensive so you need to be prepared for it. I would say you need to see it for yourself. I liked the space and I am happy I went to see for myself.,16,Solo,,New York,No Age Found,5,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r358088792-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,1803,Dance,No,0,3,03,Yes,it looks nice,Brooklyn,"Surf Ave , Brooklyn , NY 11224", Oct 2015,3
WILLY L,Coney Island USA,08/01,03/23/16,"I have been going to Coney Island since my parents were taking in the at age 6 and now at 54 i still going but for different events. The new LUNA company rides are nice and the cyclone is still king in my book. During the summer months their great music played by professional D-Jays and that's when and where I get my Nathan's frogs legs. There are other wonderful attractions nearby as well and it still great for children of all ages hint,hint.",5,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r358067258-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,501,Dance,No,0,1,02,No,THe original amusement park!?!,Brooklyn,"Surf Ave , Brooklyn , NY 11224", Mar 2015,5
Najd S,Coney Island USA,05/01,04/05/16,"There's something about Coney Island that's just unique. Getting out of the train here when coming from Manhattan feels like stepping in a completely different world. Be it during crowded summer days or the very quiet winter days, Coney Island always has a different flavour. Come here and enjoy a walk, eat a hot dog, or just sit and watch the ocean and the people.",3,Couples,,Singapore,Male ,2,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r361921436-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,630,Dance,No,0,,02,No,Always good for a day out of the big city.,Singapore,"Surf Ave , Brooklyn , NY 11224", Oct 2007,5
frizzy63,Coney Island USA,03/01,04/05/16,Coney Island What a fantastic contrast Coney Island was to the hustle and bustle of New York. We caught the subway out to Coney Island and was amazed at how beautiful the beach was. We are from Australia and pride ourselves on our beautiful Beaches so we thought Coney Island beach was okay. We didn't realise that nothing really opened u til later in the day so we Simply walked up and down the pier admiring the place. We found a great bar (Ruby's Bar) to buy hot chocolates from and purchased hotdogs from Nathan's. At 12 Luna park opened up and by this stage there were more people about. I'm glad we made the effort to come out to Coney Island because it shows that there is more to NY than just Times Square.,163,Couples,1,Australia, 35-49 year old female ,103,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r361907011-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,20347,Dance,No,0,122,06,No,A nice escape from the city,,"Surf Ave , Brooklyn , NY 11224", Jan 2008,5
Bonzo68,Coney Island USA,03/01,03/30/16,"We have been coming to NYC for years but have always stayed in the city, seeing shows, taking in the sights, shopping etc. This visit we decided to do something different so we hopped on the subway down to Coney Island. It was about an hour's ride but for $3 each you can't complain! It was a cold day and I believe Coney Island had just opened for the season so it wasn't too busy but I can imagine on a warm summer's day, it would be a very different experience. The kids (and several adults) easily blew through $220 riding a few of the coasters so I can also imagine that you could spend a small fortune if you were here for an extended period of time! Still our kids had a great time and enjoyed riding the Cyclone. We also managed to take a stroll along the boardwalk which was fabulous. The beach looked lovely but it was too cold to even contemplate taking a paddle. We will definitely return here, hopefully on a warmer day but probably not during the busy summer months.",66,Couples,2,Virginia, 35-49 year old female ,10,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r360057001-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,6938,Dance,No,0,33,05,No,Great Afternoon Away From The City...,Vienna,"Surf Ave , Brooklyn , NY 11224", Sep 2010,4
Marek S,Coney Island USA,03/01,03/28/16,I have lived in a Coney Island area for more than 2 decades and I thank my goodness gracious for allowing me to settle down here. I typically run on the boardwalk quite often and I love how rapidly things are changing for the better!! it is a place like no other in NYC.. a true gem and a MUST-SEE,20,Couples,2,,No Age Found,8,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r359536326-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,2251,Dance,No,0,6,03,No,A gift from above!!,,"Surf Ave , Brooklyn , NY 11224", Nov 2014,5
nicola b,Coney Island USA,09/01,03/28/16,"We took the train to Coney Island (around an hour from Manhattan) and spent the day on the beach, sipping margaritas and waling the boardwalk. It was a really hot day so the beach was packed but the atmosphere was great. Make sure you try out the famous Wonder Wheel for amazing views! A must for anyone visiting NY in summer!",59,Couples,,United Kingdom, 25-34 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g60827-d106173-r359320954-Coney_Island_USA-Brooklyn_New_York.html#REVIEWS,6013,Dance,No,0,48,05,No,A great day out of the City,Manchester,"Surf Ave , Brooklyn , NY 11224", Sep 2012,5
